,Name,Corn,Sorghum,Soybeans,Sunflower,Sweet Corn,Barley,Spring Wheat,Winter Wheat,Other Small Grains,Dbl Crop WinWht/Soybeans,Rye,Oats,Millet,Speltz,Alfalfa,Other Hay/Non Alfalfa,Buckwheat,Sugarbeets,Dry Beans,Potatoes,Misc Vegs & Fruits,Onions,Peas,Clover/Wildflowers,Sod/Grass Seed,Fallow/Idle Cropland,Peaches,Apples,Grapes,Christmas Trees,Pears,Open Water,Developed/Open Space,Developed/Low Intensity,Developed/Med Intensity,Developed/High Intensity,Barren,Deciduous Forest,Evergreen Forest,Mixed Forest,Shrubland,Grassland/Pasture,Woody Wetlands,Herbaceous Wetlands,Triticale,Carrots,Squash,Dbl Crop Triticale/Corn,Pumpkins,Blueberries,Cabbage,Total,Ag,Nat,Semi_Nat,Dev,Other,Ag_Prop,Nat_Prop,Semi_Nat_Prop,Dev_Prop,Other_Prop,Corn_Prop,Soybean_Prop,Wheat_Prop,Forest_Prop,Total_Nat_Prop,Buffer
0,POV_DUN,18,0,0,0,1,0,0,2,0,0,0,0,0,0,93,625,0,0,0,0,0,0,0,2,0,3,0,0,0,1,0,5,576,205,46,8,7,1876,80,984,6,1599,209,14,0,0,0,0,0,2,0,6362,119,3176,1599,842,5,0.018704809808236404,0.49921408362150266,0.2513360578434455,0.13234831813895,0.0007859163784973279,0.0028292989625903803,0.0,0.00031436655139893113,0.4621188305564288,0.7505501414649481,1000
1,DIP_FLE,1431,0,36,0,19,0,4,2,0,0,0,0,0,0,2389,505,0,0,8,0,0,0,0,17,0,2,0,0,2,0,0,2,77,152,22,4,0,817,2,19,6,771,90,8,0,0,0,2,12,0,0,6399,3922,942,771,255,2,0.6129082669167057,0.1472105016408814,0.12048757618377871,0.03984997655883732,0.0003125488357555868,0.22362869198312235,0.005625879043600563,0.0003125488357555868,0.13095796218159086,0.2676980778246601,1000
2,DIP_CUR,2181,1,107,0,0,0,0,7,0,286,0,2,0,0,1040,291,0,0,0,0,6,0,0,6,0,0,0,0,0,6,0,0,267,125,60,39,1,943,25,93,3,830,41,4,5,0,0,0,0,0,0,6369,3647,1110,830,492,0,0.5726173653634794,0.17428167687235044,0.13031873135500077,0.07724917569477155,0.0,0.3424399434762129,0.016800125608415765,0.0010990736379337415,0.16658816140681426,0.30460040822735124,1000
3,GAB_STE,726,0,4,0,0,0,0,0,0,0,2,0,0,0,604,132,0,0,0,0,0,0,0,2,1,4,0,0,0,0,0,2,82,81,26,8,43,2189,1189,495,6,702,188,13,0,0,0,0,0,0,0,6499,1339,4123,702,240,2,0.20603169718418218,0.6344052931220188,0.10801661794122172,0.036928758270503154,0.00030773965225419295,0.11170949376827204,0.0006154793045083859,0.0,0.5959378365902447,0.7424219110632405,1000
4,SMI_CRO,1279,0,650,0,0,180,0,231,0,0,249,91,0,0,139,1806,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,129,118,41,8,0,402,46,78,6,847,146,4,0,0,0,0,2,0,0,6454,2822,682,847,296,1,0.43724821815928105,0.10567090176634646,0.13123644251626898,0.0458630306786489,0.0001549426712116517,0.19817167647970252,0.1007127362875736,0.03579175704989154,0.08149984505732878,0.23690734428261545,1000
5,SMI_CAN,772,0,6,0,0,0,0,15,0,0,6,35,0,0,1366,684,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,16,216,144,89,16,34,1485,20,146,3,1248,137,17,0,0,0,0,0,0,0,6460,2200,1842,1248,499,16,0.34055727554179566,0.2851393188854489,0.1931888544891641,0.07724458204334365,0.002476780185758514,0.1195046439628483,0.0009287925696594427,0.0023219814241486067,0.25557275541795665,0.478328173374613,1000
6,SMI_KEL,2066,0,349,0,0,0,0,0,0,0,0,0,0,0,248,1167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,130,19,2,0,1011,260,379,0,535,93,1,18,0,0,0,1,0,0,6475,2682,1744,535,347,0,0.4142084942084942,0.2693436293436293,0.08262548262548262,0.05359073359073359,0.0,0.3190733590733591,0.053899613899613896,0.0,0.2548262548262548,0.35196911196911196,1000
7,SMI_COB,862,0,13,0,0,0,0,1,0,0,0,0,0,0,1017,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,425,582,498,52,0,751,19,155,3,1654,139,13,0,0,0,0,0,0,0,6412,1893,1080,1654,1557,1,0.29522769806612603,0.1684341859014348,0.25795383655645665,0.2428259513412352,0.00015595757953836556,0.1344354335620711,0.002027448533998752,0.00015595757953836556,0.14426076107298816,0.4263880224578914,1000
8,SMI_DOU,320,0,180,0,0,0,0,0,0,0,0,0,0,0,791,2119,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,554,155,52,14,0,1113,104,122,4,914,41,6,0,0,0,0,0,0,0,6494,1293,1390,914,775,3,0.19910686787804127,0.2140437326763166,0.14074530335694488,0.11934093008931321,0.0004619648906683092,0.04927625500461965,0.027717893440098552,0.0,0.20619032953495534,0.3547890360332615,1000
9,SMI_MCC,742,0,394,0,0,0,0,0,0,0,0,0,0,0,310,1735,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,2,199,112,21,4,0,1585,26,45,13,1243,70,3,0,0,0,0,0,0,0,6513,1446,1742,1243,336,2,0.2220175034546292,0.26746506986027946,0.19084907108859206,0.05158912943344081,0.00030707815138952864,0.11392599416551512,0.06049439582373714,0.0,0.2542607093505297,0.4583141409488715,1000
10,SMI_HOL,1113,0,71,0,0,0,0,0,0,0,0,0,0,0,813,1857,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,251,55,22,6,2,654,120,840,4,536,114,1,0,0,0,0,2,0,0,6463,2001,1735,536,336,0,0.3096085409252669,0.26845118366083864,0.08293362215689308,0.051988240755067305,0.0,0.17221104750116045,0.01098561039764815,0.0,0.24972922791273403,0.35138480581773174,1000
11,DIP_PAT,2653,2,353,0,10,0,0,1024,0,0,0,0,0,0,739,122,0,0,9,3,0,0,0,1,0,7,0,0,0,0,0,0,72,190,47,2,1,820,3,10,2,237,148,3,2,0,0,0,2,2,2,6466,4802,987,237,312,0,0.742653881843489,0.15264460253634396,0.03665326322301268,0.04825239715434581,0.0,0.4103000309310238,0.05459325703680792,0.1583668419424683,0.12882771419733993,0.18929786575935664,1000
12,MIL_YOD,1197,2,701,0,0,0,0,169,0,0,0,2,0,0,961,229,0,0,8,0,0,0,0,1,0,3,0,0,0,0,0,0,234,36,13,3,0,1781,0,7,5,1111,11,1,1,0,0,2,0,0,0,6478,3044,1805,1111,286,0,0.469898116702686,0.2786353812905218,0.17150355047854277,0.04414942883606051,0.0,0.1847792528558197,0.10821241123803643,0.02608829885767212,0.27601111454152516,0.45013893176906455,1000
13,MIL_CHA,2777,0,549,0,0,0,0,78,0,0,0,0,0,0,1014,99,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,248,37,40,1,0,1011,4,21,0,564,22,0,23,3,0,0,0,0,0,6493,4444,1058,564,326,0,0.6844293854920683,0.1629447096873556,0.08686277529647313,0.05020791621746496,0.0,0.4276913599260742,0.08455259510241799,0.012012937009086708,0.15955644540274141,0.24980748498382874,1000
14,MIL_MCC,2389,0,221,0,0,4,0,206,0,0,0,0,0,0,371,203,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,237,39,8,0,0,1364,94,99,9,760,448,15,0,0,0,0,0,0,0,6471,3191,2029,760,284,0,0.493123164889507,0.31355277391438724,0.11744707154999227,0.04388811621078659,0.0,0.3691855972801731,0.03415237212177407,0.031834337814866324,0.24061196105702365,0.4309998454643795,1000
15,KAT_SAU,651,1,26,0,0,0,0,31,0,0,0,0,0,0,158,1240,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,2,390,57,11,6,0,2114,154,604,2,833,5,0,1,0,0,0,0,0,0,6290,872,2879,833,464,2,0.1386327503974563,0.4577106518282989,0.13243243243243244,0.07376788553259142,0.0003179650238473768,0.10349761526232114,0.004133545310015898,0.00492845786963434,0.45659777424483305,0.5901430842607314,1000
16,KAT_SAU_2,1140,0,2,0,0,0,0,8,0,0,0,4,0,0,193,1754,0,0,128,2,0,0,2,4,1,0,0,0,0,0,0,4,434,60,24,2,1,1222,68,241,0,993,1,3,0,0,0,0,0,0,0,6291,1484,1536,993,521,4,0.23589254490542044,0.24415832141154029,0.15784453981878874,0.08281672230170084,0.0006358289620092195,0.18121125417262757,0.00031791448100460976,0.001271657924018439,0.24336353520902876,0.402002861230329,1000
17,KAT_TEE,1150,0,42,0,0,0,0,3,0,0,0,0,0,0,160,622,0,0,0,0,0,0,0,0,0,4,0,2,0,2,0,23,330,81,33,1,0,2078,36,467,6,1061,219,27,0,0,0,0,0,0,0,6347,1359,2833,1061,445,23,0.2141169056247046,0.44635260753111705,0.16716559004253978,0.07011186387269576,0.003623759256341579,0.18118796281707894,0.006617299511580274,0.00047266425082716245,0.4066488104616354,0.6135181975736568,1000
18,KAT_TEE_2,777,0,3,0,0,0,0,1,0,0,0,0,0,0,119,305,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,112,3,2,0,0,2650,386,1605,3,372,12,1,0,0,0,0,0,0,0,6354,900,4657,372,117,0,0.141643059490085,0.7329241422725842,0.05854579792256846,0.018413597733711047,0.0,0.12228517469310671,0.00047214353163361664,0.00015738117721120554,0.7304060434372049,0.7914699401951526,1000
19,KAT_HAB_2,1740,0,82,0,0,0,0,119,0,0,0,9,0,0,94,1030,0,0,14,2,0,2,8,0,0,325,0,0,3,0,0,0,275,45,23,14,4,1225,230,568,3,536,37,3,0,0,0,0,0,0,0,6391,2073,2070,536,361,0,0.3243623846033485,0.3238929744953841,0.08386793928962603,0.05648568299170709,0.0,0.2722578626193084,0.012830542951024879,0.018619934282584884,0.31653888280394304,0.40776091378501017,1000
20,KAT_HAB,1637,0,267,0,1,0,0,2,0,0,0,4,0,0,20,738,0,0,0,3,0,0,0,0,0,5,0,0,36,0,0,0,1047,53,3,4,3,1069,92,567,0,773,35,14,0,0,0,0,0,4,0,6377,1974,1780,773,1110,0,0.30954994511525796,0.2791281166692802,0.1212168731378391,0.17406303904657364,0.0,0.25670377920652343,0.041869217500392034,0.00031362709738121374,0.27097381213736865,0.4003449898071193,1000
21,KAT_BAR,1050,0,20,0,0,0,0,12,0,0,3,1,0,0,102,277,0,0,3,1,0,0,0,7,0,0,0,0,19,0,0,252,344,216,169,9,19,1506,96,1216,5,830,105,30,0,0,0,0,0,0,0,6292,1218,2977,830,757,252,0.19357914812460267,0.4731404958677686,0.1319135410044501,0.12031150667514304,0.040050858232676415,0.16687857596948505,0.003178639542275906,0.0019071837253655435,0.44787031150667517,0.6050540368722187,1000
22,SMI_LAT,1227,0,22,0,0,2,0,31,0,0,0,107,0,3,1442,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,529,101,48,12,0,1373,56,107,2,694,245,3,0,0,0,0,0,0,0,6417,2834,1786,694,690,62,0.4416393953560854,0.27832320398940313,0.10815022596228767,0.10752688172043011,0.00966183574879227,0.19121084618980833,0.003428393330216612,0.004830917874396135,0.2393641888733053,0.3864734299516908,1000
23,SMI_DUR,1095,0,80,0,0,0,0,454,0,0,0,1,0,0,333,178,0,0,0,0,0,0,0,3,0,11,0,0,0,10,0,0,364,138,57,5,3,1954,89,55,22,900,734,7,3,0,0,0,0,0,0,6496,1979,2864,900,567,0,0.3046490147783251,0.4408866995073892,0.13854679802955666,0.08728448275862069,0.0,0.1685652709359606,0.012315270935960592,0.06988916256157636,0.3229679802955665,0.5794334975369458,1000
24,SMI_HOF,963,0,27,0,0,0,0,128,0,0,18,3,0,0,308,170,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,138,270,168,17,1,23,1956,69,491,19,1154,346,69,5,0,0,0,0,0,0,6347,1456,2973,1154,479,138,0.22939971640144952,0.46841027256971796,0.18181818181818182,0.07546872538207026,0.021742555538049473,0.15172522451551915,0.004253978257444462,0.020167008035292266,0.39640775169371356,0.6502284543878998,1000
25,SMI_JOH,1794,0,173,0,0,3,0,20,0,0,0,0,0,0,303,338,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,1,253,124,67,12,2,1631,287,286,5,1019,163,0,0,0,0,0,0,0,0,6486,2298,2374,1019,458,1,0.35430157261794637,0.36601911810052423,0.15710761640456367,0.070613629355535,0.0001541782300339192,0.2765957446808511,0.026672833795868024,0.003083564600678384,0.33980881899475796,0.5231267345050878,1000
26,SMI_JOH_2,436,0,96,0,0,4,4,598,0,0,1,20,0,0,492,106,0,0,514,0,0,0,0,0,0,1,0,0,0,0,0,161,170,105,45,3,2,2353,253,126,17,717,264,8,1,0,0,0,0,0,0,6497,2166,3023,717,325,161,0.3333846390641835,0.465291673079883,0.11035862705864245,0.05002308757888256,0.02478066800061567,0.06710789595197783,0.014776050484839157,0.0920424811451439,0.42050177004771433,0.5756503001385255,1000
27,GAB_ALL,97,0,5,0,0,0,0,0,0,0,2,0,0,0,36,37,0,0,0,0,0,0,0,2,9,1,0,0,0,0,0,671,406,519,399,76,12,1122,143,1432,16,311,1150,21,2,0,0,0,0,0,0,6469,153,3896,311,1412,671,0.023651259854691607,0.602256917607049,0.04807543669809863,0.21827175761323234,0.10372545988560829,0.014994589581078991,0.000772916988715412,0.0,0.4169114237130932,0.6503323543051477,1000
28,KAT_JEF,569,0,19,0,0,0,0,2,0,0,0,4,0,0,80,1445,0,0,14,0,0,0,0,1,0,0,0,0,0,0,0,0,229,201,82,14,9,1273,210,825,0,1094,252,8,0,0,0,0,0,0,0,6331,689,2577,1094,535,0,0.10882956878850103,0.4070447006791976,0.17280050544937609,0.08450481756436581,0.0,0.08987521718527879,0.003001105670510188,0.000315905860053704,0.3645553625019744,0.5798452061285737,1000
29,KAT_JEF_2,798,0,11,0,0,0,0,0,0,0,0,0,0,0,142,960,0,0,70,0,0,0,0,4,0,2,0,2,2,0,0,8,135,77,28,5,7,1278,71,365,0,738,1417,220,0,0,0,0,0,0,0,6340,1029,3358,738,252,8,0.16230283911671925,0.5296529968454259,0.116403785488959,0.03974763406940063,0.0012618296529968455,0.12586750788643533,0.0017350157728706626,0.0,0.2703470031545741,0.6460567823343849,1000
30,STA_WIL,922,2,74,0,0,0,0,35,2,0,0,0,0,0,2213,117,1,0,4,0,0,2,0,0,0,3,0,2,0,2,0,8,315,42,28,0,0,1461,16,97,0,724,389,11,8,0,0,6,0,0,0,6484,3273,1974,724,385,8,0.5047809993830968,0.30444170265268355,0.11165946946329426,0.05937692782233189,0.0012338062924120913,0.14219617520049352,0.011412708204811845,0.0053979025293029,0.24275138803207896,0.4161011721159778,1000
31,STA_HEM_2,1411,2,140,0,7,0,0,826,0,0,8,17,0,0,937,86,3,0,407,4,0,2,8,0,0,3,2,7,19,0,0,11,205,145,103,34,151,537,4,55,0,812,465,37,0,6,0,0,0,0,2,6456,3808,1249,812,638,11,0.5898389095415117,0.1934634448574969,0.12577447335811648,0.09882280049566294,0.0017038413878562577,0.21855638166047087,0.02168525402726146,0.1279429987608426,0.09231722428748451,0.31923791821561337,1000
32,STA_HEM,1391,0,372,0,0,0,0,308,0,0,2,3,0,0,968,127,0,0,43,0,0,0,4,0,0,0,0,0,111,23,3,58,326,101,26,3,0,913,16,69,0,941,257,26,0,0,0,0,0,0,377,6468,3605,1281,941,456,58,0.5573593073593074,0.19805194805194806,0.14548546691403835,0.07050092764378478,0.008967223252937539,0.2150587507730365,0.0575139146567718,0.047619047619047616,0.15429808286951144,0.34353741496598644,1000
33,STA_SWE,903,0,141,0,2,0,0,509,0,0,38,4,0,0,1752,159,0,1,19,0,17,0,0,3,0,9,0,4,0,3,0,15,343,88,4,0,0,1200,0,66,10,725,377,39,4,0,7,0,0,0,0,6442,3407,1692,725,435,15,0.5288730208009935,0.2626513505122633,0.11254268860602297,0.06752561316361379,0.0023284694194349582,0.14017385904998447,0.021887612542688607,0.07901272896615957,0.19652281900031046,0.37519403911828625,1000
34,STA_COL,1440,0,450,0,49,0,0,553,0,0,7,3,0,0,583,53,0,0,73,35,0,3,351,0,0,23,0,8,3,27,0,10,204,243,125,0,1,836,0,75,1,950,165,5,0,41,2,17,0,0,182,6518,3827,1083,950,573,10,0.5871432954894139,0.16615526235041425,0.14575023013194233,0.08791040196379257,0.0015342129487572874,0.2209266646210494,0.06903958269407794,0.084841976066278,0.1397667996317889,0.31190549248235655,1000
35,WIS_COO_2,655,0,23,0,0,0,0,0,0,0,2,1,0,0,331,365,0,0,0,0,1,1,0,9,0,145,0,2,0,0,0,39,111,267,72,7,3,2155,38,109,8,772,1094,35,0,0,0,0,3,0,0,6248,1028,3442,772,460,39,0.1645326504481434,0.5508962868117798,0.1235595390524968,0.0736235595390525,0.006241997439180537,0.10483354673495518,0.003681177976952625,0.0,0.36843790012804095,0.6744558258642767,1000
36,WIS_COO,1366,0,465,0,0,0,0,0,0,0,4,0,0,0,583,446,0,0,0,0,0,0,0,4,0,34,0,20,0,0,0,25,130,70,7,0,2,1392,14,47,3,1538,100,2,2,0,0,0,0,0,0,6254,2444,1560,1538,209,25,0.39078989446754075,0.2494403581707707,0.24592260952990086,0.03341861208826351,0.003997441637352095,0.21842021106491846,0.07435241445474897,0.0,0.23233130796290374,0.49536296770067156,1000
37,LET_NOB,2646,1,51,0,152,0,0,48,0,0,0,0,0,0,1830,64,0,0,76,0,0,0,6,0,0,2,0,3,0,0,0,4,183,51,33,19,5,884,0,43,1,296,53,0,0,2,2,0,0,0,0,6455,4817,986,296,291,4,0.7462432223082881,0.15274980635166538,0.04585592563903951,0.04508133230054222,0.0006196746707978311,0.4099147947327653,0.007900852052672347,0.007436096049573974,0.14360960495739736,0.1986057319907049,1000
38,LET_TAB,2055,3,36,0,7,0,0,19,0,0,0,3,0,0,1868,40,0,0,117,3,0,3,15,0,0,4,0,0,3,0,0,14,278,37,25,12,8,1202,11,173,2,258,34,1,168,0,5,9,0,0,0,6413,4314,1431,258,360,14,0.6726960860751598,0.2231404958677686,0.04023078122563543,0.056135973803212225,0.0021830656479026977,0.3204428504600031,0.005613597380321222,0.0029627319507250895,0.21612349914236706,0.263371277093404,1000
39,WIS_HIG,20,0,8,0,0,0,0,0,0,0,4,0,0,0,20,50,0,0,0,0,11,0,0,0,2,153,9,215,0,0,0,21,392,455,448,197,14,2925,2,52,6,954,271,4,0,0,0,0,0,0,0,6233,289,3274,954,1506,21,0.04636611583507139,0.525268730948179,0.15305631317182736,0.24161719878068347,0.003369164126423873,0.0032087277394513077,0.001283491095780523,0.0,0.47793999679127225,0.6783250441200064,1000
40,WIS_MEG,347,7,25,0,142,0,0,4,0,0,225,22,0,0,103,431,0,0,0,0,0,0,6,0,0,35,0,31,0,0,0,88,509,872,367,62,11,1414,10,35,7,1276,244,1,0,0,0,0,11,0,0,6285,923,1722,1276,1821,88,0.14685759745425617,0.2739856801909308,0.2030230708035004,0.2897374701670644,0.014001591089896579,0.05521081941129674,0.003977724741447892,0.0006364359586316627,0.23214001591089897,0.4770087509944312,1000
41,WIS_KEN,8,0,5,0,0,0,0,0,0,0,0,2,0,0,29,25,0,0,0,0,0,0,0,0,0,31,1,130,0,0,0,1517,540,678,542,162,6,1636,6,18,5,641,138,89,0,0,0,0,0,0,0,6209,175,1898,641,1928,1517,0.02818489289740699,0.3056852955387341,0.10323723626993074,0.31051699146400386,0.24432275728780803,0.0012884522467386053,0.0008052826542116283,0.0,0.2673538411982606,0.40892253180866484,1000
42,ZUE_REE,758,0,906,0,12,0,0,529,0,0,7,25,0,84,657,127,0,0,201,0,0,0,0,2,0,5,0,0,39,0,0,960,152,172,39,2,1,752,0,93,2,693,102,22,0,1,0,0,0,0,94,6437,3315,972,693,366,960,0.5149914556470405,0.15100201957433587,0.10765884728910984,0.05685878514836104,0.1491377971104552,0.11775671896846357,0.1407487960229921,0.0821811402827404,0.13127233183159856,0.2586608668634457,1000
43,DEG_PER_STRIP,1128,0,364,0,2,0,0,205,0,0,0,5,0,0,1004,404,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,289,112,13,3,2,1761,75,257,5,754,22,2,0,0,0,0,0,3,0,6416,2715,2124,754,419,0,0.42316084788029923,0.33104738154613467,0.11751870324189526,0.06530548628428928,0.0,0.17581047381546136,0.05673316708229426,0.03195137157107232,0.326215710723192,0.44856608478802995,1000
44,DEG_FOU_WOOD,1744,0,22,0,0,0,0,126,0,0,72,1,0,0,972,698,0,0,0,0,0,0,0,5,0,1,0,0,0,4,1,0,323,147,17,0,4,988,52,164,5,939,107,4,0,0,0,0,0,0,0,6396,2947,1324,939,491,0,0.4607567229518449,0.20700437773608504,0.14681050656660413,0.0767667292057536,0.0,0.27267041901188244,0.0034396497811131957,0.019699812382739212,0.1882426516572858,0.35381488430268915,1000
45,DEG_DIE_HILL,1323,0,56,0,16,0,0,6,0,0,0,0,0,0,677,188,1,0,2,0,0,0,0,0,0,1,0,3,0,0,0,57,354,751,360,100,23,770,94,167,2,1350,83,18,3,0,0,0,0,0,0,6405,2087,1157,1350,1588,57,0.3258391881342701,0.18064012490241999,0.2107728337236534,0.2479313036690086,0.008899297423887589,0.20655737704918034,0.008743169398907104,0.000936768149882904,0.160967993754879,0.3914129586260734,1000
46,DEG_DIE_SWC,1685,0,47,2,0,4,0,91,0,0,4,2,2,0,199,411,0,0,2,0,0,0,0,0,0,2,0,0,2,5,0,10,413,156,33,4,5,1476,65,113,14,1398,246,14,2,0,0,0,0,0,0,6407,2047,1933,1398,611,10,0.3194943031059778,0.30170126424223503,0.21819884501326675,0.09536444513813017,0.0015607928827844546,0.2629936007491806,0.007335726549086936,0.014203215233338536,0.25815514281254875,0.5199001092555018,1000
47,DEG_YOU_BOCES,757,5,78,0,0,0,0,1,0,0,0,0,0,0,192,222,0,0,0,0,0,0,0,4,0,6,0,3,1,1,0,24,512,824,273,49,10,1093,85,206,15,1800,224,20,0,0,0,0,0,0,0,6405,1042,1653,1800,1668,24,0.16268540202966433,0.25807962529274003,0.2810304449648712,0.2604215456674473,0.003747072599531616,0.11818891491022639,0.012177985948477752,0.000156128024980484,0.21608118657298986,0.5391100702576113,1000
48,DEG_YOU_OSHEA,2031,0,34,0,0,0,0,0,0,0,0,0,0,0,773,124,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,72,377,519,158,5,0,1584,64,175,6,285,188,15,0,0,0,0,0,0,0,6411,2838,2032,285,1059,72,0.442676649508657,0.3169552331929496,0.04445484323818437,0.16518483855872718,0.011230697239120261,0.3167992512868507,0.005303384807362346,0.0,0.28435501481828107,0.361410076431134,1000
49,DEG_YOU_JONES,985,0,38,0,4,0,0,72,0,0,0,62,0,0,1086,747,0,0,5,0,2,0,0,1,0,15,0,0,0,0,0,90,262,406,64,4,1,1085,29,98,21,1200,112,12,0,0,0,19,0,0,0,6420,2274,1358,1200,737,90,0.3542056074766355,0.21152647975077882,0.18691588785046728,0.11479750778816199,0.014018691588785047,0.15342679127725856,0.005919003115264798,0.011214953271028037,0.18878504672897195,0.3984423676012461,1000
50,DEG_VIL,1682,7,82,0,3,0,0,40,0,0,0,118,0,0,717,453,0,0,0,0,0,0,1,0,0,2,0,2,0,4,0,202,240,401,106,2,5,1115,5,50,17,888,180,11,0,0,0,83,0,0,0,6416,2739,1383,888,754,202,0.42690149625935164,0.21555486284289277,0.13840399002493767,0.11751870324189526,0.031483790523690776,0.2621571072319202,0.012780548628428928,0.006234413965087282,0.182356608478803,0.35395885286783046,1000
51,SEA_HOO,1644,0,1347,0,4,0,0,909,0,0,4,8,0,0,685,82,0,0,24,6,0,0,0,298,1,0,0,1,43,0,0,0,275,55,33,4,1,550,1,62,0,234,123,1,7,1,0,3,0,0,0,6406,4985,738,234,368,0,0.7781767093349984,0.11520449578520138,0.03652825476116141,0.05744614423977521,0.0,0.25663440524508274,0.21027162035591632,0.14189822041835778,0.09569153918201687,0.1517327505463628,1000
52,MIL_HUM,1488,0,1146,0,0,121,0,438,0,0,2,13,0,0,664,152,0,0,230,0,0,0,0,0,0,0,0,0,0,0,0,4,193,113,67,26,0,1169,6,28,4,583,48,0,0,0,0,0,0,0,0,6495,4102,1255,583,399,4,0.631562740569669,0.19322555812163203,0.08976135488837568,0.06143187066974596,0.0006158583525789069,0.22909930715935334,0.17644341801385682,0.06743648960739031,0.18521939953810623,0.2829869130100077,1000
53,ONE_TER,1234,0,19,0,0,0,0,0,0,0,0,1,0,0,508,390,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,74,590,756,664,217,16,674,83,21,5,1271,301,13,0,0,0,0,0,0,0,6839,1762,1113,1271,2243,74,0.2576400058488083,0.16274309109518936,0.18584588390115514,0.3279719257201345,0.010820295364819418,0.18043573621874542,0.002778183945021202,0.0,0.11375932153823659,0.3485889749963445,1000
54,ONE_ADO,691,0,12,0,0,0,0,6,0,0,1,0,0,0,1118,502,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,2,280,12,19,0,4,2913,192,46,2,541,488,9,0,0,0,0,0,0,0,6847,1831,3654,541,315,2,0.2674163867387177,0.5336643785599533,0.07901270629472762,0.04600554987585804,0.0002920987293705272,0.10092011099751716,0.0017525923762231634,0.0008762961881115817,0.4602015481232657,0.612677084854681,1000
55,ONE_STA,3693,0,23,0,0,0,0,0,0,0,1,1,0,0,130,107,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,354,201,100,116,36,1243,35,56,7,368,392,13,0,0,0,0,0,0,0,6880,3849,1782,368,807,3,0.5594476744186047,0.25901162790697674,0.053488372093023255,0.11729651162790698,0.00043604651162790697,0.5367732558139535,0.0033430232558139534,0.0,0.1938953488372093,0.3125,1000
