,field_id,total_scm,collection_date,total_adult_scm,number_seeds,scm_seeds,seed_type
697,SEA_HOO,0.0,2024-05-07,61.0,8,0.0,lima
698,SEA_HOO,0.0,2024-05-07,61.0,10,0.0,soy
699,SEA_HOO,0.0,2024-05-07,61.0,0,0.0,corn
700,SEA_HOO,0.0,2024-05-07,61.0,10,0.0,corn
701,SEA_HOO,0.0,2024-05-21,75.0,10,0.0,corn
702,SEA_HOO,0.0,2024-05-21,75.0,7,0.0,lima
703,SEA_HOO,0.0,2024-05-21,75.0,10,0.0,soy
704,SEA_HOO,0.0,2024-05-21,75.0,10,0.0,soy
705,SEA_HOO,0.0,2024-05-21,75.0,8,0.0,corn
706,SEA_HOO,1.0,2024-05-21,75.0,5,1.0,lima
707,SMI_CAN_2,0.0,2024-04-22,24.0,10,0.0,soy
708,SMI_CAN_2,0.0,2024-04-22,24.0,10,0.0,soy
709,SMI_CAN_2,0.0,2024-04-22,24.0,10,0.0,lima
710,SMI_CAN_2,0.0,2024-04-22,24.0,9,0.0,lima
711,SMI_CAN_2,0.0,2024-04-22,24.0,10,0.0,corn
712,SMI_CAN_2,0.0,2024-04-22,24.0,10,0.0,corn
713,SMI_CAN_2,0.0,2024-05-07,42.0,9,0.0,lima
714,SMI_CAN_2,0.0,2024-05-07,42.0,10,0.0,soy
715,SMI_CAN_2,0.0,2024-05-07,42.0,10,0.0,soy
716,SMI_CAN_2,0.0,2024-05-07,42.0,8,0.0,lima
717,SMI_CAN_2,0.0,2024-05-07,42.0,10,0.0,corn
718,SMI_CAN_2,0.0,2024-05-07,42.0,9,0.0,corn
719,SMI_COB,0.0,2024-04-29,28.0,7,0.0,lima
720,SMI_COB,0.0,2024-04-29,28.0,9,0.0,soy
721,SMI_COB,61.0,2024-04-29,28.0,8,8.0,lima
722,SMI_COB,0.0,2024-04-29,28.0,10,0.0,soy
723,SMI_COB,0.0,2024-04-29,28.0,9,0.0,corn
724,SMI_DOU_3,0.0,2024-05-07,13.0,9,0.0,lima
725,SMI_DOU_3,0.0,2024-05-07,13.0,10,0.0,corn
726,SMI_DOU_3,0.0,2024-05-07,13.0,10,0.0,lima
727,SMI_DOU_3,0.0,2024-05-07,13.0,10,0.0,corn
728,SMI_DOU_3,0.0,2024-05-07,13.0,10,0.0,soy
729,SMI_DOU_3,1.0,2024-05-07,13.0,10,1.0,soy
730,SMI_JOH,0.0,2024-04-22,11.0,10,0.0,soy
731,SMI_JOH,0.0,2024-04-22,11.0,9,0.0,lima
732,SMI_JOH,0.0,2024-04-22,11.0,10,0.0,corn
733,SMI_JOH,0.0,2024-04-22,11.0,10,0.0,lima
734,SMI_JOH,0.0,2024-04-22,11.0,9,0.0,corn
735,SMI_JOH,0.0,2024-04-22,11.0,9,0.0,soy
736,SMI_JOH,0.0,2024-05-06,9.0,10,0.0,corn
737,SMI_JOH,0.0,2024-05-06,9.0,4,0.0,soy
738,SMI_JOH,0.0,2024-05-06,9.0,9,0.0,soy
739,SMI_JOH,0.0,2024-05-06,9.0,9,0.0,corn
740,SMI_JOH,0.0,2024-05-06,9.0,9,0.0,lima
741,SMI_JOH,0.0,2024-05-06,9.0,6,0.0,lima
742,SMI_JOH,0.0,2024-05-20,24.0,1,0.0,corn
743,SMI_JOH,0.0,2024-05-20,24.0,7,0.0,lima
744,SMI_JOH,0.0,2024-05-20,24.0,0,0.0,corn
745,SMI_JOH,0.0,2024-05-20,24.0,2,0.0,soy
746,SMI_JOH,0.0,2024-05-20,24.0,9,0.0,lima
747,SMI_JOH,0.0,2024-05-20,24.0,0,0.0,soy
748,SMI_KEL,0.0,2024-04-22,14.0,10,0.0,soy
749,SMI_KEL,0.0,2024-04-22,14.0,9,0.0,soy
750,SMI_KEL,0.0,2024-04-22,14.0,10,0.0,lima
751,SMI_KEL,0.0,2024-04-22,14.0,9,0.0,lima
752,SMI_KEL,0.0,2024-04-22,14.0,10,0.0,corn
753,SMI_KEL,0.0,2024-04-22,14.0,10,0.0,corn
754,SMI_KEL,0.0,2024-05-07,4.0,6,0.0,corn
755,SMI_KEL,0.0,2024-05-07,4.0,9,0.0,lima
756,SMI_KEL,0.0,2024-05-07,4.0,9,0.0,soy
757,SMI_KEL,0.0,2024-05-07,4.0,8,0.0,lima
758,SMI_KEL,0.0,2024-05-07,4.0,9,0.0,soy
759,SMI_KEL,0.0,2024-05-07,4.0,9,0.0,corn
760,SMI_LAT,0.0,2024-05-31,201.0,14,0.0,soy
761,SMI_LAT,0.0,2024-05-31,201.0,18,0.0,lima
762,SMI_LAT,0.0,2024-05-31,201.0,8,0.0,soy
763,SMI_LAT,0.0,2024-05-31,201.0,10,0.0,corn
764,SMI_LAT,0.0,2024-05-31,201.0,10,0.0,corn
765,SMI_LAT,0.0,2024-05-01,16.0,10,0.0,soy
766,SMI_LAT,0.0,2024-05-01,16.0,10,0.0,corn
767,SMI_LAT,0.0,2024-05-01,16.0,8,0.0,lima
768,SMI_LAT,0.0,2024-05-01,16.0,9,0.0,soy
769,SMI_LAT,0.0,2024-05-01,16.0,10,0.0,corn
770,SMI_LAT,0.0,2024-05-01,16.0,10,0.0,lima
771,SMI_LAT,0.0,2024-05-13,103.0,10,0.0,corn
772,SMI_LAT,0.0,2024-05-13,66.0,10,0.0,corn
773,SMI_LAT,0.0,2024-05-13,103.0,10,0.0,soy
774,SMI_LAT,0.0,2024-05-13,66.0,10,0.0,soy
775,SMI_LAT,0.0,2024-05-13,103.0,10,0.0,lima
776,SMI_LAT,0.0,2024-05-13,66.0,10,0.0,lima
777,SMI_LAT,0.0,2024-05-13,103.0,9,0.0,lima
778,SMI_LAT,0.0,2024-05-13,66.0,9,0.0,lima
779,SMI_LAT,0.0,2024-05-13,103.0,7,0.0,lima
780,SMI_LAT,0.0,2024-05-13,66.0,7,0.0,lima
781,SMI_LAT,0.0,2024-05-13,103.0,10,0.0,corn
782,SMI_LAT,0.0,2024-05-13,66.0,10,0.0,corn
783,SMI_LAT_2,0.0,2024-06-11,287.0,9,0.0,lima
784,SMI_LAT_2,0.0,2024-06-11,287.0,10,0.0,corn
785,SMI_LAT_2,1.0,2024-06-11,287.0,10,0.0,soy
786,SMI_LAT_2,1.0,2024-06-11,287.0,10,0.0,lima
787,SMI_LAT_2,0.0,2024-06-11,287.0,9,0.0,soy
788,SMI_LAT_2,1.0,2024-06-11,287.0,9,1.0,corn
789,SMI_LAT_2,0.0,2024-05-31,231.0,19,0.0,lima
790,SMI_LAT_2,0.0,2024-05-31,231.0,9,0.0,soy
791,SMI_LAT_2,0.0,2024-05-31,231.0,10,0.0,soy
792,SMI_LAT_2,0.0,2024-05-31,231.0,10,0.0,corn
793,SMI_LAT_2,0.0,2024-05-31,231.0,9,0.0,corn
794,SMI_LAT_2,0.0,2024-05-13,57.0,10,0.0,soy
795,SMI_LAT_2,9.0,2024-05-13,57.0,10,5.0,corn
796,SMI_LAT_2,6.0,2024-05-13,57.0,9,3.0,lima
797,SMI_LAT_2,3.0,2024-05-13,57.0,10,2.0,soy
798,SMI_LAT_2,0.0,2024-05-13,57.0,10,0.0,lima
799,SMI_LAT_2,1.0,2024-05-13,57.0,10,0.0,corn
800,SMI_MCC,0.0,2024-05-07,14.0,10,0.0,soy
801,SMI_MCC,0.0,2024-05-07,14.0,10,0.0,lima
802,SMI_MCC,0.0,2024-05-07,14.0,9,0.0,lima
803,SMI_MCC,0.0,2024-05-07,14.0,10,0.0,corn
804,SMI_MCC,0.0,2024-05-07,14.0,9,0.0,corn
805,SMI_MCC,0.0,2024-05-07,14.0,10,0.0,soy
806,STA_AYR,0.0,2024-04-17,34.0,20,0.0,soy
807,STA_AYR,0.0,2024-04-17,34.0,10,0.0,lima
808,STA_AYR,0.0,2024-04-17,34.0,9,0.0,corn
809,STA_AYR,0.0,2024-04-17,34.0,10,0.0,corn
810,STA_AYR,0.0,2024-04-17,34.0,8,0.0,lima
811,STA_AYR,0.0,2024-05-01,71.0,10,0.0,corn
812,STA_AYR,3.0,2024-05-01,71.0,9,2.0,lima
813,STA_AYR,0.0,2024-05-01,71.0,8,0.0,soy
814,STA_AYR,0.0,2024-05-01,71.0,6,0.0,lima
815,STA_AYR,0.0,2024-05-01,71.0,9,0.0,soy
816,STA_AYR,0.0,2024-05-01,71.0,10,0.0,corn
817,STA_AYR,0.0,2024-05-14,34.0,9,0.0,soy
818,STA_AYR,0.0,2024-05-14,34.0,10,0.0,lima
819,STA_AYR,0.0,2024-05-14,34.0,10,0.0,corn
820,STA_AYR,0.0,2024-05-14,34.0,9,0.0,corn
821,STA_AYR,0.0,2024-05-14,34.0,8,0.0,soy
822,STA_AYR,0.0,2024-05-14,34.0,10,0.0,lima
823,STA_BRA,0.0,2024-04-17,112.0,10,0.0,soy
824,STA_BRA,0.0,2024-04-17,112.0,10,0.0,lima
825,STA_BRA,0.0,2024-04-17,112.0,10,0.0,corn
826,STA_BRA,0.0,2024-04-17,112.0,10,0.0,soy
827,STA_BRA,0.0,2024-04-17,112.0,0,0.0,lima
828,STA_BRA,0.0,2024-04-17,112.0,10,0.0,corn
829,STA_BRA,0.0,2024-05-01,143.0,9,0.0,corn
830,STA_BRA,0.0,2024-05-01,143.0,10,0.0,corn
831,STA_BRA,0.0,2024-05-01,143.0,9,0.0,soy
832,STA_BRA,0.0,2024-05-01,143.0,10,0.0,lima
833,STA_BRA,0.0,2024-05-01,143.0,4,0.0,lima
834,STA_BRA,0.0,2024-05-14,343.0,0,0.0,soy
835,STA_BRA,0.0,2024-05-14,343.0,0,0.0,soy
836,STA_BRA,0.0,2024-05-14,343.0,10,0.0,lima
837,STA_BRA,0.0,2024-05-14,343.0,12,0.0,corn
838,STA_BRA,0.0,2024-05-14,343.0,8,0.0,corn
839,STA_BRA,4.0,2024-05-14,343.0,9,1.0,lima
840,STA_FRE,0.0,2024-04-17,78.0,10,0.0,corn
841,STA_FRE,0.0,2024-04-17,78.0,10,0.0,lima
842,STA_FRE,0.0,2024-04-17,78.0,10,0.0,soy
843,STA_FRE,0.0,2024-04-17,78.0,8,0.0,corn
844,STA_FRE,0.0,2024-04-17,78.0,8,0.0,lima
845,STA_FRE,0.0,2024-04-17,78.0,10,0.0,soy
846,STA_FRE,0.0,2024-05-01,7.0,10,0.0,soy
847,STA_FRE,0.0,2024-05-01,7.0,9,0.0,lima
848,STA_FRE,0.0,2024-05-01,7.0,10,0.0,corn
849,STA_FRE,0.0,2024-05-01,7.0,10,0.0,soy
850,STA_FRE,1.0,2024-05-01,7.0,10,1.0,lima
851,STA_FRE,0.0,2024-05-01,7.0,10,0.0,corn
852,STA_FRE,0.0,2024-05-14,23.0,0,0.0,corn
853,STA_FRE,0.0,2024-05-14,23.0,5,0.0,corn
854,STA_FRE,0.0,2024-05-14,23.0,8,0.0,lima
855,STA_FRE,0.0,2024-05-14,23.0,9,0.0,lima
856,STA_FRE,0.0,2024-05-14,23.0,8,0.0,lima
857,STA_FRE,0.0,2024-05-14,23.0,8,0.0,soy
858,STA_HEM,0.0,2024-04-17,109.0,10,0.0,soy
859,STA_HEM,0.0,2024-04-17,109.0,9,0.0,soy
860,STA_HEM,0.0,2024-04-17,109.0,8,0.0,corn
861,STA_HEM,0.0,2024-04-17,109.0,9,0.0,lima
862,STA_HEM,0.0,2024-04-17,109.0,10,0.0,lima
863,STA_HEM,0.0,2024-04-17,109.0,8,0.0,corn
864,STA_HEM,0.0,2024-05-01,274.0,7,0.0,soy
865,STA_HEM,0.0,2024-05-01,274.0,8,0.0,corn
866,STA_HEM,0.0,2024-05-01,274.0,7,0.0,lima
867,STA_HEM,0.0,2024-05-01,274.0,5,0.0,lima
868,STA_HEM,0.0,2024-05-01,274.0,7,0.0,soy
869,STA_HEM,0.0,2024-05-01,274.0,9,0.0,corn
870,STA_HEM,0.0,2024-05-14,154.0,8,0.0,soy
871,STA_HEM,0.0,2024-05-14,154.0,10,0.0,lima
872,STA_HEM,0.0,2024-05-14,154.0,10,0.0,corn
873,STA_HEM,0.0,2024-05-14,154.0,10,0.0,corn
874,STA_HEM,0.0,2024-05-14,154.0,7,0.0,soy
875,STA_HEM,0.0,2024-05-14,154.0,9,0.0,lima
876,STA_MAC,0.0,2024-04-17,21.0,10,0.0,corn
877,STA_MAC,0.0,2024-04-17,21.0,10,0.0,corn
878,STA_MAC,0.0,2024-04-17,21.0,10,0.0,lima
879,STA_MAC,0.0,2024-04-17,21.0,10,0.0,lima
880,STA_MAC,0.0,2024-04-17,21.0,9,0.0,soy
881,STA_MAC,0.0,2024-04-17,21.0,10,0.0,soy
882,STA_MAC,0.0,2024-05-01,19.0,9,0.0,lima
883,STA_MAC,0.0,2024-05-01,19.0,10,0.0,soy
884,STA_MAC,0.0,2024-05-01,19.0,10,0.0,corn
885,STA_MAC,6.0,2024-05-01,19.0,8,2.0,lima
886,STA_MAC,0.0,2024-05-01,19.0,10,0.0,corn
887,STA_MAC,0.0,2024-05-01,19.0,10,0.0,soy
888,STA_MAC,0.0,2024-05-14,21.0,10,0.0,lima
889,STA_MAC,0.0,2024-05-14,21.0,10,0.0,soy
890,STA_MAC,1.0,2024-05-14,21.0,10,0.0,soy
891,STA_MAC,0.0,2024-05-14,21.0,10,0.0,corn
892,STA_MAC,0.0,2024-05-14,21.0,10,0.0,corn
893,STA_MAC,0.0,2024-05-14,21.0,9,0.0,soy
894,STA_NOB,0.0,2024-05-01,76.0,10,0.0,lima
895,STA_NOB,0.0,2024-05-01,76.0,7,0.0,corn
896,STA_NOB,1.0,2024-05-01,76.0,4,1.0,lima
897,STA_NOB,0.0,2024-05-01,76.0,10,0.0,soy
898,STA_NOB,0.0,2024-05-01,76.0,10,0.0,corn
899,STA_NOB,0.0,2024-05-01,76.0,9,0.0,soy
900,STA_NOB,0.0,2024-05-14,53.0,10,0.0,lima
901,STA_NOB,0.0,2024-05-14,53.0,10,0.0,soy
902,STA_NOB,0.0,2024-05-14,53.0,10,0.0,corn
903,STA_NOB,0.0,2024-05-14,53.0,10,0.0,soy
904,STA_NOB,0.0,2024-05-14,53.0,10,0.0,lima
905,STA_NOB,0.0,2024-05-14,53.0,9,0.0,corn
906,STA_PAN,0.0,2024-04-17,47.0,10,0.0,corn
907,STA_PAN,0.0,2024-04-17,47.0,10,0.0,corn
908,STA_PAN,0.0,2024-04-17,47.0,10,0.0,soy
909,STA_PAN,0.0,2024-04-17,47.0,8,0.0,lima
910,STA_PAN,0.0,2024-04-17,47.0,10,0.0,soy
911,STA_PAN,0.0,2024-04-17,47.0,9,0.0,lima
912,STA_PAN,0.0,2024-05-01,162.0,10,0.0,corn
913,STA_PAN,0.0,2024-05-01,162.0,6,0.0,lima
914,STA_PAN,0.0,2024-05-01,162.0,9,0.0,lima
915,STA_PAN,2.0,2024-05-01,162.0,11,0.0,corn
916,STA_PAN,0.0,2024-05-01,162.0,10,0.0,soy
917,STA_PAN,0.0,2024-05-01,162.0,6,0.0,soy
918,STA_PAN,0.0,2024-05-14,375.0,9,0.0,corn
919,STA_PAN,0.0,2024-05-14,375.0,7,0.0,lima
920,STA_PAN,0.0,2024-05-14,375.0,5,0.0,soy
921,STA_PAN,0.0,2024-05-14,375.0,4,0.0,soy
922,STA_PAN,0.0,2024-05-14,375.0,9,0.0,corn
923,STA_PAN,0.0,2024-05-14,375.0,6,0.0,lima
924,STA_SWE,0.0,2024-04-17,27.0,10,0.0,lima
925,STA_SWE,0.0,2024-04-17,27.0,10,0.0,soy
926,STA_SWE,0.0,2024-04-17,27.0,10,0.0,corn
927,STA_SWE,0.0,2024-04-17,27.0,10,0.0,soy
928,STA_SWE,0.0,2024-04-17,27.0,10,0.0,corn
929,STA_SWE,0.0,2024-04-17,27.0,10,0.0,lima
930,STA_SWE,0.0,2024-05-01,38.0,10,0.0,corn
931,STA_SWE,0.0,2024-05-01,38.0,8,0.0,lima
932,STA_SWE,0.0,2024-05-01,38.0,10,0.0,soy
933,STA_SWE,1.0,2024-05-01,38.0,9,1.0,lima
934,STA_SWE,0.0,2024-05-01,38.0,10,0.0,corn
935,STA_SWE,0.0,2024-05-01,38.0,10,0.0,soy
936,STA_SWE,0.0,2024-05-14,74.0,10,0.0,corn
937,STA_SWE,0.0,2024-05-14,74.0,7,0.0,lima
938,STA_SWE,0.0,2024-05-14,74.0,10,0.0,corn
939,STA_SWE,0.0,2024-05-14,74.0,6,0.0,soy
940,STA_SWE,0.0,2024-05-14,74.0,7,0.0,soy
941,STA_SWE,0.0,2024-05-14,74.0,10,0.0,lima
942,STA_THO,0.0,2024-04-17,17.0,10,0.0,lima
943,STA_THO,0.0,2024-04-17,17.0,10,0.0,soy
944,STA_THO,0.0,2024-04-17,17.0,10,0.0,corn
945,STA_THO,0.0,2024-04-17,17.0,10,0.0,lima
946,STA_THO,0.0,2024-04-17,17.0,9,0.0,corn
947,STA_THO,0.0,2024-04-17,17.0,10,0.0,soy
948,STA_THO,0.0,2024-05-01,30.0,10,0.0,corn
949,STA_THO,0.0,2024-05-01,30.0,9,0.0,soy
950,STA_THO,1.0,2024-05-01,30.0,10,0.0,lima
951,STA_THO,0.0,2024-05-01,30.0,10,0.0,soy
952,STA_THO,2.0,2024-05-01,30.0,10,1.0,lima
953,STA_THO,0.0,2024-05-14,38.0,8,0.0,lima
954,STA_THO,0.0,2024-05-14,38.0,9,0.0,lima
955,STA_THO,0.0,2024-05-14,38.0,8,0.0,soy
956,STA_THO,0.0,2024-05-14,38.0,8,0.0,soy
957,STA_THO,0.0,2024-05-14,38.0,9,0.0,corn
958,STA_THO,0.0,2024-05-14,38.0,10,0.0,corn
959,STA_WAT,0.0,2024-04-17,24.0,9,0.0,corn
960,STA_WAT,0.0,2024-04-17,24.0,10,0.0,corn
961,STA_WAT,0.0,2024-04-17,24.0,7,0.0,lima
962,STA_WAT,0.0,2024-04-17,24.0,3,0.0,lima
963,STA_WAT,0.0,2024-04-17,24.0,10,0.0,soy
964,STA_WAT,0.0,2024-04-17,24.0,10,0.0,soy
965,STA_WAT,0.0,2024-05-01,65.0,4,0.0,lima
966,STA_WAT,0.0,2024-05-01,65.0,11,0.0,corn
967,STA_WAT,0.0,2024-05-01,65.0,5,0.0,lima
968,STA_WAT,1.0,2024-05-01,65.0,8,1.0,soy
969,STA_WAT,0.0,2024-05-01,65.0,10,0.0,corn
970,STA_WAT,0.0,2024-05-01,65.0,10,0.0,soy
971,STA_WAT,0.0,2024-05-14,82.0,10,0.0,corn
972,STA_WAT,0.0,2024-05-14,82.0,9,0.0,lima
973,STA_WAT,0.0,2024-05-14,82.0,9,0.0,corn
974,STA_WAT,0.0,2024-05-14,82.0,10,0.0,lima
975,STA_WAT,0.0,2024-05-14,82.0,10,0.0,soy
976,STA_WAT,0.0,2024-05-14,82.0,8,0.0,soy
977,WIS_COO,0.0,2024-04-16,4.0,10,0.0,corn
978,WIS_COO,0.0,2024-04-16,4.0,10,0.0,corn
979,WIS_COO,0.0,2024-04-16,4.0,10,0.0,lima
980,WIS_COO,0.0,2024-04-16,4.0,10,0.0,soy
981,WIS_COO,0.0,2024-04-16,4.0,10,0.0,lima
982,WIS_COO,0.0,2024-04-30,23.0,10,0.0,lima
983,WIS_COO,0.0,2024-04-30,23.0,10,0.0,corn
984,WIS_COO,0.0,2024-04-30,23.0,10,0.0,soy
985,WIS_COO,0.0,2024-04-30,23.0,9,0.0,lima
986,WIS_COO,0.0,2024-04-30,23.0,10,0.0,soy
987,WIS_COO,0.0,2024-04-30,23.0,10,0.0,corn
988,WIS_COO,0.0,2024-05-14,48.0,15,0.0,soy
989,WIS_COO,0.0,2024-05-14,48.0,9,0.0,corn
990,WIS_COO,0.0,2024-05-14,48.0,8,0.0,corn
991,WIS_COO,0.0,2024-05-14,48.0,10,0.0,lima
992,WIS_COO_2,0.0,2024-04-16,4.0,9,0.0,soy
993,WIS_COO_2,0.0,2024-04-16,4.0,10,0.0,corn
994,WIS_COO_2,0.0,2024-04-16,4.0,8,0.0,lima
995,WIS_COO_2,0.0,2024-04-16,4.0,10,0.0,lima
996,WIS_COO_2,0.0,2024-04-16,4.0,11,0.0,soy
997,WIS_COO_2,0.0,2024-04-16,4.0,9,0.0,corn
998,WIS_COO_2,0.0,2024-04-30,42.0,10,0.0,soy
999,WIS_COO_2,0.0,2024-04-30,42.0,10,0.0,lima
1000,WIS_COO_2,0.0,2024-04-30,42.0,10,0.0,soy
1001,WIS_COO_2,0.0,2024-04-30,42.0,10,0.0,corn
1002,WIS_COO_2,0.0,2024-04-30,42.0,8,0.0,lima
1003,WIS_COO_2,0.0,2024-04-30,42.0,10,0.0,corn
1004,WIS_COO_2,0.0,2024-05-14,5.0,0,0.0,soy
1005,WIS_COO_2,0.0,2024-05-14,5.0,7,0.0,soy
1006,WIS_COO_2,0.0,2024-05-14,5.0,10,0.0,lima
1007,WIS_COO_2,0.0,2024-05-14,5.0,9,0.0,lima
1008,WIS_COO_2,0.0,2024-05-14,5.0,9,0.0,corn
1009,WIS_COO_2,0.0,2024-05-14,5.0,10,0.0,corn
1010,WIS_KEN,0.0,2024-04-16,16.0,9,0.0,corn
1011,WIS_KEN,2.0,2024-04-16,16.0,10,0.0,lima
1012,WIS_KEN,1.0,2024-04-16,16.0,10,0.0,lima
1013,WIS_KEN,0.0,2024-04-16,16.0,10,0.0,soy
1014,WIS_KEN,0.0,2024-04-16,16.0,10,0.0,corn
1015,WIS_KEN,0.0,2024-04-16,16.0,9,0.0,soy
1016,WIS_KEN,0.0,2024-04-30,5.0,10,0.0,lima
1017,WIS_KEN,0.0,2024-04-30,5.0,10,0.0,soy
1018,WIS_KEN,0.0,2024-04-30,5.0,10,0.0,soy
1019,WIS_KEN,0.0,2024-04-30,5.0,10,0.0,corn
1020,WIS_KEN,1.0,2024-04-30,5.0,7,0.0,lima
1021,WIS_KEN,0.0,2024-04-30,5.0,10,0.0,corn
1022,WIS_KEN,0.0,2024-05-14,5.0,9,0.0,lima
1023,WIS_KEN,0.0,2024-05-14,5.0,10,0.0,lima
1024,WIS_KEN,0.0,2024-05-14,5.0,9,0.0,soy
1025,WIS_KEN,0.0,2024-05-14,5.0,10,0.0,corn
1026,WIS_KEN,0.0,2024-05-14,5.0,9,0.0,corn
1027,WIS_KEN,0.0,2024-05-14,5.0,8,0.0,soy
1028,ZUE_REE,0.0,2024-04-23,62.0,10,0.0,lima
1029,ZUE_REE,0.0,2024-04-23,62.0,10,0.0,lima
1030,ZUE_REE,0.0,2024-04-23,62.0,10,0.0,soy
1031,ZUE_REE,0.0,2024-04-23,62.0,10,0.0,soy
1032,ZUE_REE,0.0,2024-04-23,62.0,10,0.0,corn
1033,ZUE_REE,0.0,2024-04-23,62.0,10,0.0,corn
1034,ZUE_REE,0.0,2024-05-07,189.0,10,0.0,corn
1035,ZUE_REE,0.0,2024-05-07,189.0,10,0.0,lima
1036,ZUE_REE,0.0,2024-05-07,189.0,8,0.0,soy
1037,ZUE_REE,0.0,2024-05-07,189.0,10,0.0,soy
1038,ZUE_REE,0.0,2024-05-07,189.0,7,0.0,lima
1039,ZUE_REE,0.0,2024-05-07,189.0,10,0.0,corn
1040,ZUE_REE,0.0,2024-05-21,272.0,10,0.0,lima
1041,ZUE_REE,0.0,2024-05-21,272.0,10,0.0,soy
1042,ZUE_REE,0.0,2024-05-21,272.0,9,0.0,soy
1043,ZUE_REE,0.0,2024-05-21,272.0,9,0.0,lima
1044,ZUE_REE,0.0,2024-05-21,272.0,10,0.0,corn
1045,ZUE_REE,0.0,2024-05-21,272.0,10,0.0,corn
